x,y
-3459.896049,-9931.632412
-2429.391413,-11582.54458
-6059.007483,-7024.95304
-1502.736014,-8748.572617
-3348.548027,-4778.832733
-5014.861903,-9922.80768
-6464.881234,-7994.389433
-2289.642333,-3841.404975
-4455.920792,-6985.721335
-1770.464967,-10081.82597
-2828.740624,-5629.877004
-1541.690115,-4619.971172
-3545.260212,-7171.547458
-3183.6746,-3682.030809
-5458.194003,-6496.063002
-2761.633561,-9221.090738
-1962.083886,-6468.482529
-2449.915577,-2390.815513
-696.265903,-12241.27293
-2835.672481,-7560.135879
-4180.465054,-10603.91324
-7034.03898,-7882.449836
-6625.853885,-7783.34984
-2565.393961,-10426.45304
-3339.315604,-5084.504465
-2703.48495,-2492.641951
-5577.185383,-9405.393025
-2174.297878,-5840.613529
-4349.113586,-4951.615483
-953.4483043,-14068.9137
32.94541365,-4895.676708
-4430.984902,-5280.493225
-4164.28835,-9357.59773
-1449.168057,-14423.77684
-4978.641089,-10135.22499
-3197.841921,-8853.267514
-6182.511393,-6884.334547
-1061.432875,-12252.26106
-1137.287379,-10957.6291
-1082.436837,-12071.44598
-1621.118442,-2613.134512
-4455.950446,-5262.778465
-2257.487035,-9090.188761
-659.20265,-8134.183243
-3871.111142,-4966.050447
-1922.081586,-4632.122917
-4497.017451,-11266.36223
-4683.568764,-9584.018635
-3322.396361,-4266.489658
-5994.659392,-8272.456832
-4147.113077,-4054.919034
-5279.771674,-7408.387429
-1961.194096,-14376.59902
-974.4301812,-5115.201273
-1688.004206,-8688.17205
-5236.042797,-8694.024835
-2816.201973,-7126.793586
-4412.143905,-6509.666044
-729.091914,-13223.64005
-2055.37473,-14081.45818
-4639.411302,-9041.907684
-865.6988955,-8183.452321
-2633.109931,-7439.632129
-2163.064564,-7076.379776
-695.2292971,-11789.8623
-1747.90735,-5988.397407
-3205.371164,-7702.537047
-1582.902567,-5994.514648
-4749.072755,-7967.087358
-7313.35309,-6769.0765
-1595.023072,-3467.836027
-5594.089212,-6144.859824
-1450.710007,-13780.89375
-4502.967641,-11752.28839
-4627.942504,-11016.46189
-678.5770965,-5332.669546
-1860.2135,-11465.95713
-7033.26321,-7268.072924
-1489.847872,-4599.397734
-1415.750253,-10589.30705
-4680.211903,-6601.351285
-4849.098019,-10870.87055
-1138.621306,-11341.36574
-1348.109968,-14014.3239
-4078.910854,-4982.343049
-4103.310587,-5452.882988
-1598.813883,-6372.1236
-2655.904102,-3805.183886
-3162.035934,-7097.043907
-4240.414714,-11713.52184
-1489.37569,-4015.413576
-1340.709013,-12710.05293
-7110.944941,-6622.815947
-457.9324854,-7663.812334
-4349.73984,-5413.70519
-1300.177464,-7028.202336
-3680.975542,-6215.169683
-1228.857879,-13479.8605
-1089.980853,-3059.501648
-2271.248394,-10870.89278
-664.9155315,-7663.651094
-1439.064705,-9895.55492
-2844.046933,-12578.00749
-1693.191426,-12741.20217
-2723.336812,-3872.515959
-7176.397966,-6836.921026
-1076.53525,-8616.235632
-1768.128484,-12812.01567
-5210.580022,-6506.039598
-2246.512766,-5161.488015
-879.9830821,-7470.943414
-5460.441898,-7526.110701
-4498.980996,-4705.342556
-4781.9886,-6038.767083
-2426.789538,-11847.28575
-1725.050753,-13021.71927
-5258.176355,-10689.79248
-325.7446864,-4451.74999
-2771.509703,-2104.632825
-1064.903417,-14101.35974
-2341.495518,-2312.400228
-5766.879889,-8662.467781
-1750.880037,-5509.109018
-524.8795997,-8145.040878
-1598.688167,-9971.898717
-2905.182621,-2533.897918
-3399.514654,-7372.183896
-1927.913119,-11589.15825
-1004.454202,-4532.683888
-1992.745593,-2495.091453
-3491.37368,-7565.515356
-3341.696738,-9124.853434
-2695.925154,-5378.012958
-6954.024572,-6785.305498
-785.4967349,-7835.781262
-4072.157094,-10556.16813
-3707.454247,-5563.906509
-3695.505285,-5236.923507
-1965.379014,-6759.433996
-1700.348568,-10473.73121
-6320.493793,-8653.930014
-3921.885149,-8711.155044
-3582.807986,-9643.047012
-1914.195318,-8134.588948
-5322.19663,-9252.274323
-1364.324332,-7195.749984
-1113.040526,-7208.76524
-7341.426671,-7863.008815
-5220.976637,-5758.021987
44.15449797,-5141.128156
-1271.858164,-8353.255654
-1282.862544,-7739.361897
-3924.013765,-4167.304873
-1697.609723,-7233.854843
-2940.671421,-3650.316747
-3864.68816,-8199.003642
-6036.783515,-6106.224622
-2686.047135,-4747.406465
-2674.486134,-11266.7357
-2777.744924,-9908.845426
-1450.221659,-7890.906769
-4987.851522,-5728.702319
-4817.469719,-6765.754451
-3803.880968,-9515.198838
-4393.157336,-9729.369275
-4171.006599,-8090.532638
-1383.847733,-8411.333876
-1082.433092,-4452.587969
-4135.263648,-6988.700414
-2064.273094,-8719.86263
-2618.923331,-5018.557116
-2267.350479,-4221.945946
-3673.090214,-9571.814051
-4558.979325,-8296.310578
-3540.813925,-3916.859646
-1293.979299,-4421.642704
-3982.397609,-4367.329942
-793.4362605,-8161.050887
-5129.052845,-8198.76162
-2256.919669,-4758.032294
-4574.213165,-4502.7596
-4837.1747,-8821.067622
-6236.072703,-8116.969101
-1086.849265,-13809.7669
-4783.979772,-9609.719024
-735.6651477,-3746.151938
-2926.564947,-11225.58536
-3000.594866,-3163.079907
-5756.682193,-8012.287434
-2335.80477,-10041.35081
-6466.965772,-6862.770753
-1611.212949,-5814.078313
-5346.562978,-9984.379363
-7301.464455,-6258.67455
-2253.901129,-11515.03686
-1404.541134,-2435.989859
-1133.597981,-2547.866613
-1245.6916,-6026.650756
-3677.790304,-6888.818661
-4555.571607,-8646.468228
-6319.371359,-8387.587528
-5191.929692,-9404.926929
-823.7874039,-7117.346304
-4816.193941,-9532.08792
-2530.784146,-8976.975152
-2511.381073,-11250.51896
-1998.998291,-8366.228047
-4877.633163,-9059.790363
-2746.727046,-10645.1635
-4984.677691,-8177.88727
-2267.974891,-7212.504888
-2211.871261,-9132.99896
-1037.968043,-2688.82711
-1756.871294,-5958.070544
-2686.574179,-2170.032806
-3576.8238,-5959.820846
-4491.906836,-11397.615
-1002.994165,-13269.15319
-3850.952398,-6500.887262
-5507.18374,-6470.301565
-798.397893,-4294.506305
-5286.423348,-7234.08423
-3752.125899,-11039.61753
-593.7630565,-3989.78291
-3405.408415,-3599.004878
-5508.409945,-8765.148047
-4174.732725,-8707.78383
-3418.23657,-3910.68768
-4817.024964,-5930.330305
-5277.07644,-7618.495459
-4519.089848,-10178.20034
-3630.660901,-4474.494334
-3345.490572,-11259.99062
-2771.373362,-6263.267898
-6293.85642,-7285.921348
-6421.283613,-7791.476499
-1102.453109,-8790.172848
-2090.240637,-13064.08329
-1378.93962,-9173.298023
-3258.018029,-11801.30465
-2202.819842,-2117.034146
-998.7292393,-6608.339787
-888.0132232,-6066.593559
-713.8917878,-4321.438064
-1542.132986,-8364.702679
-2030.429851,-2212.446555
-1608.435985,-7605.710091
-1123.579598,-7594.904672
-2080.365999,-8849.721343
-1034.821563,-6898.71714
-1964.760801,-14246.74512
-4682.619534,-4641.440678
-5868.825773,-9059.472522
-5142.882549,-9679.987775
-7291.245666,-7068.102044
-1064.31756,-4115.861666
-2529.775136,-12057.41637
-2466.949293,-7145.191352
-2017.328404,-12708.42763
-2396.222875,-9106.738535
-4189.921215,-9577.72095
-1430.947186,-9606.957826
-1995.185818,-3533.050549
-299.1433405,-12590.96236
-5839.216146,-6202.29291
-5340.383372,-5271.145148
-2691.937314,-8805.406247
-2968.685748,-12493.9325
-3367.551845,-11508.62545
-2976.220961,-6113.11306
-5465.170683,-6605.932552
-4207.195659,-11592.44123
-4417.504727,-4861.589017
-2017.507708,-8649.923747
-2960.950427,-7528.937859
-1177.294727,-13069.45095
-3575.116303,-8001.022565
-7160.227263,-6209.911591
-2243.27216,-5785.444754
-1777.17436,-11826.15811
-4408.100908,-5374.595992
-4202.769303,-7561.533051
-5533.188136,-9535.963382
-7551.512521,-7430.800224
-2883.248324,-2196.651194
-3117.040038,-10771.29182
-1866.657175,-14155.09519
-5809.695159,-7848.968573
-3265.20812,-8977.638052
-2485.515529,-11204.9293
-3168.284031,-8789.557909
-4226.70883,-10856.6838
-2099.269695,-7201.127248
-3596.726682,-8167.440544
-4578.94242,-6243.485178
-1432.416046,-8103.752182
-2572.104555,-5226.681916
-443.4837551,-11599.2894
-5517.210209,-6444.296665
-6019.531576,-8093.553083
-777.5526203,-8329.786994
-1556.395786,-3166.357366
-4059.323125,-5876.111258
-1811.735903,-13729.71069
-1747.493451,-10044.80555
-1673.724074,-9963.111371
-1524.862813,-4850.86567
-3041.406896,-11890.70987
-2933.559027,-9217.715169
-4684.346925,-8655.733285
-1679.440809,-2336.177884
-3145.686567,-5894.99113
-7274.227767,-8051.434879
-1096.26263,-4961.016348
-978.1989687,-12941.01882
-6449.840404,-7929.83972
-2770.491826,-11464.92026
-4607.38435,-11186.46107
-375.5377865,-12284.35306
-1195.313249,-11713.64375
-1425.245997,-11107.06636
-5149.896053,-9150.302179
-1998.985637,-4319.354644
-298.4584131,-12243.73711
-2337.932024,-2893.97646
-553.8782913,-5548.825093
-1507.029727,-2468.272682
-2512.027854,-11335.63692
-2242.405905,-10699.35539
-1439.673396,-9281.825175
-2304.82693,-6169.36269
-4799.340246,-6941.694747
-3395.56173,-4677.381841
-4031.067521,-5174.17733
-2533.851261,-8385.357492
-2042.972884,-12124.70806
-4523.693513,-6112.271399
-3248.480804,-3764.667357
-2351.824214,-3372.689909
-884.3991342,-12843.51994
-3923.605064,-11023.74206
-3196.553509,-3946.056463
-3239.822856,-3540.328092
-4998.058948,-9012.839987
-976.6463807,-11291.07831
-3286.900466,-5198.865343
-2998.545823,-11372.08954
-1364.462594,-3108.301064
-4094.173077,-4269.15584
-4253.790813,-9520.971926
-5636.607307,-4754.519788
-2707.42002,-2073.029438
-1531.211173,-14206.75623
-1955.850053,-9298.251824
-2710.566075,-6375.971248
-997.9190258,-8995.652813
-2224.036354,-9186.580151
-1305.395133,-11949.7738
-4987.784287,-5664.819777
-1797.386713,-13898.60095
-2888.264365,-6905.543741
-6027.986538,-9302.983883
-2351.108382,-11970.0549
-2392.637717,-9363.412115
-1751.298252,-13134.12104
-4437.796124,-8213.62216
-2912.393479,-2306.605301
-4544.882931,-8845.225581
-5978.839915,-6619.282036
-4564.342842,-9759.436631
-2772.410082,-6536.298862
-1375.04301,-7800.320017
-2481.628952,-12375.64204
-2544.178562,-10455.03426
-5177.753334,-5863.37216
-3634.351745,-6149.6058
-2510.630916,-7957.518089
-304.987992,-4294.327902
-838.9307185,-13846.66138
-2516.546341,-11685.53556
-2768.049878,-9461.7891
-3545.56721,-4043.742204
-2901.190936,-5251.450721
-474.6905377,-3411.838243
-3304.69472,-10491.61298
-4309.788649,-6040.180819
-1969.876761,-1923.669031
-1217.116819,-3235.790011
-3835.466656,-11257.19882
-4953.04972,-7140.517882
-4787.309484,-9284.497915
-7291.592306,-7592.091712
-5328.343512,-6866.714585
-1555.274695,-12591.47893
-1388.752037,-1768.138121
-2832.870784,-2286.472266
-3899.133518,-7193.23227
-2082.027498,-10212.13921
-4721.890255,-11253.85555
-697.2659719,-7597.928731
-3621.114294,-8917.080679
-3441.407708,-8000.104211
-4713.370942,-11761.42176
-4749.057146,-5071.027046
-961.2641104,-12035.65814
-3888.214047,-7400.067413
-2735.628915,-3889.956918
-1261.786028,-12144.89891
-3017.79325,-6341.559612
-1623.133659,-5648.687984
-3597.988449,-8212.904773
-3157.960553,-6195.607961
-630.8287621,-8420.878092
-3944.027527,-8339.721028
-1688.193687,-4682.761458
-3482.003602,-7821.278974
-3720.117016,-11005.09802
-3326.465882,-11728.26762
-4456.338928,-8211.907021
-5084.484343,-7046.68858
-2988.775681,-3141.388119
-5756.439873,-8163.506547
-4710.891717,-7539.471831
-2864.350308,-3311.063924
-552.363188,-5179.174338
-3951.107461,-4620.308806
-2730.430737,-4332.124522
-5214.382969,-6008.777697
-3003.986818,-4669.94458
-2276.010611,-5478.85866
-265.0828282,-11928.48491
-1994.934536,-4331.779795
-2735.894216,-10798.00596
-3700.11389,-6078.660133
-1025.068948,-12946.5421
-2893.34394,-2447.976954
-1186.673544,-11456.60712
-3053.550224,-10957.33289
-3065.008621,-7374.466672
-5444.246762,-6951.600096
-4773.433581,-9646.597091
-1776.039138,-11054.63072
-3248.624009,-6358.088986
-1152.579027,-11705.75075
-1524.12437,-11757.68704
-1591.587834,-7484.067361
-5426.081752,-8617.112409
-3801.578524,-4629.401582
-1174.575036,-12439.48739
-576.8269576,-8106.399329
-2830.436486,-6281.598677
-3101.218208,-6848.753986
-7281.306812,-8004.959048
-4503.288338,-11714.40817
-692.2824382,-7515.630646
-881.1563485,-11785.52329
-6091.44715,-7053.881349
-3029.720651,-12409.98692
-616.4762352,-5762.305534
-1820.62412,-9925.099519
-924.9266072,-9088.172055
-1020.397364,-5115.641122
-4328.030128,-9489.543455
-4968.73417,-7129.789116
-2269.351988,-9053.690429
-3239.238462,-7769.683569
-5951.383658,-7971.309028
-1030.553011,-5477.294816
-4896.894921,-11205.564
-2154.428055,-5845.743433
-1060.761376,-2697.929967
-408.9848366,-3450.683794
-1209.0667,-5396.330359
-4541.779334,-10583.95249
-3724.8013,-8693.479758
-4463.051592,-7119.062648
-4199.269075,-8878.91269
-2079.976227,-12184.96806
-4045.485398,-10622.93239
-1950.928559,-3331.881108
-1115.114896,-11309.86658
-4687.904262,-5684.612398
-1693.006478,-5591.135268
-3151.27018,-12329.84638
-2141.320635,-12738.32883
-1787.614795,-9160.642811
-1093.346784,-13735.65891
-2858.947477,-6677.365526
-2361.124871,-8040.391534
-5942.418251,-8957.772627
-3312.419375,-2488.404472
-2280.145353,-11089.65921
-5913.994926,-8507.590123
-2686.210503,-9965.402556
-730.1022733,-3745.687403
-1753.703852,-9313.762769
-1428.459611,-2716.300419
-3601.413602,-7413.72069
-2146.418957,-4112.071111
-5899.469375,-7709.471443
-1879.349391,-2716.737027
-860.533289,-3775.407787
-4834.731906,-11225.4665
-7361.242586,-7430.312111
-1534.353765,-7504.140614
-2210.015707,-12896.43887
-4350.531959,-5798.08553
-3193.866843,-4801.625858
-1236.370162,-2038.150166
-5553.100258,-5140.888141
-7353.6572,-7231.768182
-1397.860637,-8934.822406
-6820.647454,-7886.345218
-3798.468308,-9751.444178
-1952.861108,-3983.41703
-2064.612514,-5278.255515
-3021.20093,-12683.24769
-4081.378341,-4484.590875
-2143.822466,-11820.11683
-4315.922345,-5651.667282
-2832.993501,-5546.335077
-1260.356412,-7932.446611
-4574.142363,-8097.59434
-5575.95037,-7307.058326
-2484.133935,-9295.564714
-5608.693935,-9700.670866
-1507.667113,-9364.362913
-3203.764862,-6955.797076
-1361.609806,-1636.264688
-5124.195166,-7542.980891
-5037.370546,-9291.24395
-2412.207364,-8991.141733
-4268.040594,-8980.50022
-810.4273566,-6255.717731
-6328.426368,-8390.575177
-6926.815849,-7359.64869
-921.4747627,-4910.272058
-2950.138709,-12423.38145
-3371.970815,-10003.42706
-3087.581224,-8295.508182
-5023.911606,-6743.685204
-3437.359781,-4435.064761
-7136.860502,-8107.821204
-2217.371527,-8619.576057
-3681.438777,-11179.40163
-1263.134505,-8150.478301
-1086.565847,-5146.679504
-595.3940351,-12408.90906
-3950.119341,-8693.651344
-4669.392373,-5757.5081
-3324.398946,-9116.798872
-2947.323425,-8285.202475
-3027.069827,-5204.343244
-4801.483088,-8446.806103
-1351.522831,-8327.850369
-5134.921631,-9702.53541
-2894.826932,-9347.497497
-3035.787108,-10597.30126
-1713.692699,-8234.915098
-783.1297548,-7675.512884
-1043.807248,-2659.471417
-5149.310644,-6628.780728
-1016.34713,-12591.55077
-1045.562587,-13305.98823
-1999.383082,-13839.11358
-2026.583197,-12121.9477
-865.2676757,-7549.156885
-4023.47808,-5884.173537
-1789.490026,-14611.27075
-2318.009266,-4522.810263
-2999.597674,-2587.613643
-7031.405024,-7401.501863
-1525.941783,-11769.57712
-2430.775741,-5933.707589
-1997.919834,-14124.86995
-1639.55827,-2095.503204
-4520.638186,-10816.14891
-2819.859631,-3971.120394
-1976.098533,-7437.939271
-2036.552295,-11421.58378
-1860.967463,-10614.82122
-1436.659259,-11041.00996
-4067.080956,-6282.013791
-1900.165514,-9162.415961
-4183.884114,-5202.855346
-3841.401577,-8937.594996
-2736.638214,-6788.438075
-3796.183717,-3984.800585
-7168.393689,-7268.909974
-3245.730916,-7289.677236
-683.7226841,-6956.046869
-453.039475,-4540.914105
-6216.83535,-8892.706977
-1421.389909,-13561.73863
-823.0889959,-13614.22835
-676.4057106,-12884.20512
-2211.929225,-6634.518456
-3352.932205,-7433.143554
-5226.26525,-7211.567282
-6017.904579,-7410.272727
-3456.1762,-10342.57851
-3736.463363,-11126.57999
-3346.618103,-9548.63373
-1489.844843,-12166.28707
-1807.578426,-13586.38726
-2162.507595,-9711.435682
-3092.960824,-5345.137774
-435.7786442,-4771.272275
-3735.95484,-7618.842411
-2971.642399,-8036.518596
-4001.609748,-6551.520978
-4213.210041,-5524.054045
-6747.816882,-6775.508519
-5537.306836,-7164.305924
-675.0573756,-7404.126613
-4622.191084,-5393.346871
-1231.996294,-3606.0497
-2729.276151,-6513.92856
-1804.676828,-11023.01187
-4933.928341,-6661.665551
-3684.156088,-10952.18465
-3161.29169,-3911.7232
-6810.175784,-6993.33596
-4441.960453,-11429.79514
-2959.481352,-10335.98207
-2439.063923,-11997.28118
-1444.280022,-8279.35948
-2181.947631,-2105.814181
-2043.854965,-5374.186258
-3243.782721,-8448.244463
-3813.665431,-9612.383238
-1475.884874,-10385.14605
-6122.207659,-6215.250552
-1985.705376,-3106.428104
-3787.016586,-11489.21576
-1226.555972,-6654.875583
-3077.11833,-3114.88742
-2708.705572,-9143.101043
-1970.064293,-8497.989208
-4670.122296,-10080.21941
-1235.709185,-13291.10531
-966.1400833,-12034.56386
-4442.30596,-11594.67692
-5423.153862,-8383.286741
-3732.019574,-5807.083068
-3989.191804,-7443.894484
-613.7584355,-5500.405272
-2885.949687,-5397.373885
-4630.62917,-9173.30333
-3368.691534,-4754.467556
-6383.759727,-5939.712781
-6302.171496,-8618.674804
-1449.413599,-10692.54472
-2254.94038,-10015.79748
-3790.855315,-6943.773828
-4279.91089,-7013.972577
-5562.965991,-8110.784503
-1964.550767,-8004.249178
-3096.67881,-2453.045706
-3881.181178,-9815.555312
-1348.66159,-2931.139205
-3816.738634,-8120.077175
-5318.963079,-5867.965793
-752.8236846,-6976.873037
-4330.137165,-8323.035109
-3660.375656,-8808.069813
-4430.366222,-5343.468496
-3100.979355,-8945.714355
-3011.137498,-8608.369531
-2255.556524,-4387.176563
-4956.951276,-9049.0662
-5092.9832,-9712.963127
-2350.851364,-7680.138686
-2560.556386,-2195.437336
-5610.52203,-8310.627915
-4301.81321,-9419.764246
-1612.978067,-7594.189686
-1678.6523,-5768.366371
-5435.742129,-6555.484046
-2298.577765,-13978.92267
-2488.142354,-13132.46191
-4708.490115,-6478.383136
-4579.007907,-10018.61648
-1060.883185,-5396.982056
-5505.048729,-7136.719257
-1365.019331,-6594.731213
-5558.955994,-9906.811838
-1604.189826,-13477.34781
-4898.454589,-5378.743494
-3122.735952,-4235.523232
-3160.130684,-4650.701149
-309.7465071,-4317.79545
-2999.710763,-6340.76383
-3703.286205,-7710.644374
-4344.641026,-8731.101617
-4397.607974,-10691.08159
-1753.863216,-7916.841255
-2531.715192,-6061.368029
-1561.160457,-2812.318039
-4181.347389,-9177.627164
231.3405258,-4872.018037
-340.3332469,-12878.30191
-1451.533286,-8286.799121
-5060.476315,-6436.858351
-3726.123078,-5526.81473
-7175.532175,-7691.696402
-3895.762337,-8793.889893
-4319.852061,-9658.274857
-2511.308807,-4279.038172
